City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Katangli,23,RU,1634763658,57,51.7102,143.2326,37.11,10.78
Cochabamba,100,BO,1634809905,33,-17.3895,-66.1568,67.8,3.44
Timrå,90,SE,1634795570,96,62.487,17.3257,41.68,2.3
Chapais,100,CA,1634815848,93,49.7834,-74.8492,38.98,7.16
Caiapônia,93,BR,1634806486,84,-16.9567,-51.8103,68.94,3.67
Karwar,81,IN,1634777753,71,14.8,74.1333,81.54,3.33
Tommot,100,RU,1634768713,84,58.9564,126.2925,34.36,8.46
Bandarbeyla,40,SO,1634783103,78,9.4942,50.8122,77.85,5.39
Puri,100,IN,1634775184,65,19.8,85.85,86.52,9.98
Mahébourg,10,MU,1634780035,74,-20.4081,57.7,77.25,11.01
Batemans Bay,67,AU,1634756916,68,-35.7167,150.1833,71.2,7.96
Mersing,37,MY,1634770055,59,2.4312,103.8405,87.35,1.63
Rome,1,US,1634815379,85,43.2128,-75.4557,60.66,3.44
Māngrol,33,IN,1634779027,59,21.1167,70.1167,80.08,5.5
Hualmay,90,PE,1634726596,87,-11.0964,-77.6139,63.03,9.51
Coahuayana Viejo,30,MX,1634734209,92,18.7333,-103.6833,78.69,2.71
Považská Bystrica,77,SK,1634793369,100,49.1215,18.4217,54.55,2.3
San Quintín,2,MX,1634737772,78,30.4833,-115.95,63.39,9.22
Puerto Escondido,96,MX,1634732483,83,15.85,-97.0667,79.05,3.58
Iralaya,100,HN,1634729123,85,15.0,-83.2333,79.3,6.46
Liverpool,75,GB,1634798993,83,53.4106,-2.9779,46.69,14.0
Itoman,75,JP,1634765472,80,26.1247,127.6694,82.42,20.71
Canchungo,99,GW,1634799267,87,12.0672,-16.0333,77.7,5.01
Tateyama,100,JP,1634763064,54,34.9833,139.8667,66.15,6.24
Novyy Urgal,100,RU,1634766150,72,51.0736,132.5642,30.54,2.48
Bubaque,100,GW,1634799182,79,11.2833,-15.8333,81.86,11.54
Port Augusta,0,AU,1634760116,29,-32.5,137.7667,85.71,8.32
Anshun,100,CN,1634770697,88,26.25,105.9333,49.93,7.14
Tsnori,66,GE,1634786085,83,41.6209,45.9694,51.04,3.02
Arrondissement de Montauban,100,FR,1634796967,71,44.0833,1.5,63.28,9.08
Los Llanos de Aridane,0,ES,1634800569,78,28.6585,-17.9182,67.75,12.66
Faya,81,SA,1634785532,30,18.3851,42.4509,59.52,5.7
Khryashchevka,100,RU,1634786530,68,53.8119,49.0916,36.32,18.14
Marawi,100,PH,1634765398,67,7.9986,124.2928,75.65,5.44
Nantucket,20,US,1634813937,86,41.2835,-70.0995,64.96,9.22
Kailua,1,US,1634747318,70,21.4022,-157.7394,80.58,8.05
Blythe,0,US,1634737634,33,33.6103,-114.5964,71.47,4.52
Urmary,100,RU,1634787052,93,55.6789,47.944,33.78,17.85
Pinawa,5,CA,1634734442,70,50.1489,-95.8811,31.3,4.43
Zabaykal'sk,1,RU,1634769661,60,49.6333,117.3167,37.56,9.17
Lanaken,90,BE,1634796626,84,50.8943,5.6501,56.14,7.0
Amapá,100,BR,1634807389,88,1.0,-52.0,73.18,1.99
Ossora,89,RU,1634759918,59,59.2353,163.0719,22.62,13.94
Kharp,99,RU,1634784985,95,66.8014,65.8081,24.51,0.29
Anadyr,75,RU,1634757567,100,64.75,177.4833,21.7,11.18
Balotra,0,IN,1634778766,42,25.8333,72.2333,82.24,9.82
Ryazan,100,RU,1634788881,94,54.6197,39.74,45.5,4.92
Huaibei,92,CN,1634768541,61,33.9744,116.7917,59.83,7.43
Havelock,0,US,1634815113,87,34.8791,-76.9013,70.95,5.7
Yar-Sale,23,RU,1634783786,83,66.8333,70.8333,28.87,6.58
Guerrero Negro,1,MX,1634737177,80,27.9769,-114.0611,65.16,13.04
Cavalcante,89,BR,1634805601,56,-13.7975,-47.4583,76.44,1.03
Hansot,1,IN,1634778406,61,21.5833,72.8,80.53,4.05
Sinop Province,0,TR,1634788762,80,41.7711,34.8709,43.02,10.96
Palpa,96,PE,1634725850,62,-14.5336,-75.1856,69.58,1.21
Turan,20,VN,1634769631,66,16.0678,108.2208,87.78,6.91
Iqaluit,90,CA,1634816494,92,63.7506,-68.5145,29.93,0.0
Nha Trang,100,VN,1634769220,72,12.25,109.1833,86.0,4.97
Te Anau,6,NZ,1634751898,57,-45.4167,167.7167,56.35,3.13
Malatya Province,0,TR,1634787766,75,38.5,38.0,32.05,4.61
Menomonie,100,US,1634732996,93,44.8755,-91.9193,57.02,9.22
Guiuan,73,PH,1634765194,72,11.0333,125.7247,83.79,3.15
Kargopol',100,RU,1634790172,98,61.5071,38.9456,34.65,8.12
Niterói,90,BR,1634804080,93,-22.8833,-43.1036,65.59,2.3
The Pas,23,CA,1634736148,63,53.8251,-101.2541,31.05,3.42
Esperance,7,AU,1634763829,54,-33.8667,121.9,64.96,20.74
Montepuez,34,MZ,1634784892,77,-13.1256,38.9997,68.2,8.28
Nyurba,100,RU,1634771452,98,63.2842,118.3319,35.55,9.66
Conceição do Araguaia,61,BR,1634806303,69,-8.2578,-49.2647,77.65,3.91
Semenyih,96,MY,1634770558,63,2.9516,101.843,89.19,5.3
Mitchell,90,US,1634734367,93,43.7094,-98.0298,38.1,8.99
Aventura,90,US,1634815356,74,25.9565,-80.1392,81.01,5.01
Asaba,100,NG,1634793531,99,6.2006,6.7338,73.8,2.57
Pangody,100,RU,1634782627,81,65.85,74.4859,31.24,3.31
Talant,90,FR,1634796416,62,47.3369,5.0089,56.41,16.11
Abhā,0,SA,1634785511,25,18.2164,42.5053,59.25,0.0
Ürümqi,0,CN,1634776260,28,43.801,87.6005,54.55,2.24
Tocopilla,39,CL,1634810624,65,-22.092,-70.1979,62.58,6.33
Voh,100,NC,1634754338,96,-20.9667,164.7,66.9,2.39
Murgab,90,TM,1634781939,71,37.4966,61.9714,53.47,11.5
Leshukonskoye,100,RU,1634789287,82,64.8989,45.7622,29.28,14.18
Gīdam,12,IN,1634776211,63,18.9833,81.4,82.42,3.18
Sangmélima,100,CM,1634792122,99,2.9333,11.9833,66.7,0.65
Alihe,58,CN,1634768221,43,50.5667,123.7167,43.83,7.0
Lovington,0,US,1634734892,30,32.944,-103.3485,67.64,7.99
Virginia,1,US,1634815425,84,37.5481,-77.4467,58.24,0.0
Fare,28,PF,1634743935,81,-16.7,-151.0167,78.06,7.58
Kaduqli,100,SD,1634788237,83,11.0167,29.7167,74.19,1.25
Cam Ranh,20,VN,1634769211,70,11.9214,109.1591,85.96,5.75
Alexandria,9,EG,1634789223,56,31.2156,29.9553,70.79,10.56
Salalah,20,OM,1634782670,73,17.0151,54.0924,78.89,2.3
Port Hardy,77,CA,1634742078,89,50.6996,-127.4199,49.01,15.82
Kaihua,100,CN,1634770941,92,23.3687,104.28,54.14,6.64
Macon,90,US,1634731896,88,39.8667,-88.9668,66.87,9.22
Morros,21,BR,1634805535,67,-9.4467,-46.3003,76.86,3.38
Atherton,94,GB,1634798891,82,53.5237,-2.4935,46.29,11.01
Padang,84,ID,1634770739,76,-0.9492,100.3543,84.25,4.23
Itapeva,99,BR,1634805403,88,-23.9822,-48.8756,55.63,10.07
Barra de Tecoanapa,100,MX,1634732919,89,16.5167,-98.75,77.97,4.25
San Carlos,12,VE,1634811767,92,9.6612,-68.5827,72.77,3.91
Derzhavīnsk,99,KZ,1634782072,90,51.1,66.3167,36.64,16.15
Portree,79,GB,1634800316,72,57.4129,-6.1942,44.53,14.99
Changli,1,CN,1634768363,32,39.7042,119.1506,58.64,5.23
Trairi,100,BR,1634804137,84,-3.2778,-39.2689,78.6,6.78
Río Gallegos,0,AR,1634807984,70,-51.6226,-69.2181,39.25,4.61
Husavik,91,IS,1634804771,66,66.0449,-17.3389,26.8,12.48
Abapó,37,BO,1634809185,57,-18.8333,-63.4667,64.35,3.42
Jalu,5,LY,1634791114,54,29.0331,21.5482,66.15,9.08
Kibala,100,TD,1634790877,91,9.1104,18.3463,71.37,6.71
Fuzhou,100,CN,1634767476,94,26.0614,119.3061,65.75,1.52
Tsaratanana,0,MG,1634782634,56,-16.7833,47.65,74.73,5.08
Urambo,100,TZ,1634786941,59,-5.0667,32.05,68.16,4.34
Pangoa,74,PE,1634725441,84,-12.1167,-73.0,70.52,2.06
Pisco,100,PE,1634726137,82,-13.7,-76.2167,60.85,13.8
Puerto Madero,75,MX,1634731315,100,14.7208,-92.4215,75.4,3.44
Mairiporã,75,BR,1634804892,88,-23.3186,-46.5867,58.55,8.05
Vardø,100,NO,1634794605,85,70.3705,31.1107,34.0,25.3
Biltine,92,TD,1634790514,23,14.5333,20.9167,81.07,5.17
Yulara,0,AU,1634762189,13,-25.2406,130.9889,89.44,10.36
Calabozo,32,VE,1634811456,77,8.9242,-67.4293,76.53,4.59
Nicosia,20,CY,1634788652,72,35.1667,33.3667,63.32,8.05
Bontang,100,ID,1634766673,63,0.1333,117.5,86.02,2.37
Ziro,100,IN,1634773678,100,27.6333,93.8333,57.45,1.12
Santa Rosa,96,PH,1634766454,70,14.3122,121.1114,89.11,3.67
Perth,40,AU,1634765414,71,-31.9333,115.8333,69.04,13.8
Pangnirtung,17,CA,1634816437,78,66.1451,-65.7125,28.04,4.79
Poum,100,NC,1634754541,79,-20.2333,164.0167,69.12,17.34
Half Moon Bay,90,US,1634739764,93,37.4636,-122.4286,64.31,6.91
Chumphon,88,TH,1634771616,68,10.3333,98.8333,83.16,0.98
Merritt,52,CA,1634740424,86,50.1123,-120.7942,47.44,5.06
Sittwe,99,MM,1634773509,77,20.15,92.9,83.98,5.28
Hasaki,92,JP,1634762881,49,35.7333,140.8333,66.29,8.57
Ust'-Ilimsk,47,RU,1634774240,61,58.0006,102.6619,45.34,7.45
Avigliano,20,IT,1634793282,96,40.7329,15.72,47.57,7.0
Muros,90,ES,1634799395,95,42.7762,-9.0603,60.24,5.21
Pochutla,98,MX,1634732334,91,15.7432,-96.4661,75.81,3.62
Waddān,1,LY,1634792420,64,29.1614,16.139,63.54,8.81
Goderich,94,CA,1634816928,83,43.7501,-81.7165,60.91,11.77
Nānākuli,1,US,1634747417,57,21.3906,-158.1547,80.55,4.61
Mandera,96,KE,1634784996,69,3.9366,41.867,78.19,11.68
Sola,100,VU,1634754014,80,-13.8833,167.55,81.21,15.66
Suratgarh,0,IN,1634778560,27,29.3167,73.9,83.93,15.21
Vuktyl,96,RU,1634786258,92,63.8567,57.3094,29.61,5.17
Tres Arroyos,0,AR,1634807180,80,-38.3739,-60.2798,57.06,14.83
Jardim,1,BR,1634807285,63,-21.4803,-56.1381,67.91,4.97
Kulhudhuffushi,100,MV,1634777629,75,6.6221,73.07,81.72,8.5
Meulaboh,100,ID,1634771983,82,4.1363,96.1285,77.79,3.24
Örnsköldsvik,90,SE,1634795411,100,63.2909,18.7153,40.82,4.61
Phalaborwa,47,ZA,1634786212,54,-23.943,31.1411,63.03,0.45
Tura,79,IN,1634774430,79,25.5198,90.2201,78.69,4.99
Presidencia Roque Sáenz Peña,57,AR,1634808013,45,-26.7852,-60.4388,62.98,6.4
Manokwari,58,ID,1634762649,67,-0.8667,134.0833,85.1,8.72
Whitehorse,100,CA,1634745300,76,60.7161,-135.0538,35.02,6.67
Brae,90,GB,1634799651,63,60.3964,-1.353,39.11,33.84
Ballina,45,AU,1634756559,75,-28.8667,153.5667,72.79,4.0
Shellbrook,0,CA,1634737311,56,53.2168,-106.4011,30.9,8.25
Odenthal,40,DE,1634796289,67,51.0348,7.1182,57.58,8.01
Brewster,1,US,1634814791,82,41.3973,-73.6171,66.45,0.0
Ust'-Kan,78,RU,1634777621,48,50.9276,84.761,44.37,6.26
Havre-St-Pierre,11,CA,1634813193,86,50.2334,-63.5986,41.97,7.61
São José da Coroa Grande,10,BR,1634802885,86,-8.8978,-35.1478,76.37,6.15
Marrakesh,0,MA,1634798364,63,31.6315,-8.0083,62.67,4.61
Arona,0,ES,1634800240,53,28.0996,-16.681,71.8,18.41
Port-Gentil,100,GA,1634792724,85,-0.7193,8.7815,77.49,9.17
Bereda,77,ES,1634799070,97,43.2686,-7.5406,53.42,1.88
Nísia Floresta,98,BR,1634803032,89,-6.0911,-35.2086,79.61,3.49
Villarrica,6,PY,1634807114,75,-25.75,-56.4333,61.32,2.42
San Jose,90,US,1634739627,87,37.3394,-121.895,64.54,11.5
Mergen,18,CN,1634767717,47,49.1833,125.2167,44.65,5.66
Erdenet,0,MN,1634772779,36,49.0333,104.0833,39.83,4.7
Grand Gaube,25,MU,1634780066,69,-20.0064,57.6608,77.38,5.99
Avera,86,US,1634816356,60,33.194,-82.5271,62.71,4.14
Apastepeque,100,SV,1634730393,97,13.6667,-88.7833,70.41,0.72
Challans,5,FR,1634798023,70,46.8436,-1.8749,55.96,18.54
Amparafaravola,58,MG,1634782458,75,-17.5833,48.2167,64.65,1.88
Algiers,0,DZ,1634796040,37,36.7525,3.042,67.82,4.61
Dwārka,5,IN,1634779360,51,22.2394,68.9678,81.12,6.67
Merauke,96,ID,1634760801,68,-8.4667,140.3333,85.64,13.78
Chumikan,100,RU,1634765924,73,54.7183,135.315,34.66,19.17
Sühbaatar,0,MN,1634772393,42,50.2314,106.2078,45.09,7.25
Nizwá,63,OM,1634782141,52,22.9333,57.5333,77.95,1.61
Brighton,100,GB,1634798010,90,50.8284,-0.1395,50.56,14.0
Saryozek,100,KZ,1634778619,25,44.3583,77.9753,58.12,0.94
Xining,99,CN,1634772321,76,36.6167,101.7667,42.1,1.32
