City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Nanortalik,0,GL,1634723604,57,60.1432,-45.2371,36.52,3.33
Morondava,5,MG,1634783260,85,-20.2833,44.2833,72.55,10.85
Buraidah,0,SA,1634785577,32,26.326,43.975,69.84,8.05
Namatanai,68,PG,1634758119,70,-3.6667,152.4333,84.69,5.84
Severnyy,0,RU,1634789177,66,50.677,36.5532,48.24,8.95
Kiruna,90,SE,1634796283,93,67.8557,20.2251,22.12,6.91
Fereydūnkenār,100,IR,1634784152,87,36.6864,52.5225,61.02,20.36
Moree,91,AU,1634757413,34,-29.4667,149.85,78.82,9.22
Ancud,100,CL,1634723824,88,-41.8697,-73.8203,50.43,8.97
Salekhard,97,RU,1634784715,94,66.53,66.6019,25.34,3.58
Okmulgee,40,US,1634733285,100,35.6234,-95.9605,66.9,0.0
Amazar,71,RU,1634769285,58,53.858,120.875,34.9,2.1
Linguère,15,SN,1634799206,29,15.3953,-15.1193,83.57,8.23
Kushiro,75,JP,1634762555,93,42.975,144.3747,47.35,4.61
Bodden Town,100,KY,1634728851,86,19.2833,-81.25,82.92,1.99
Makakilo City,1,US,1634747398,42,21.3469,-158.0858,82.72,10.36
Andenes,90,NO,1634797788,86,69.3143,16.1194,32.07,26.46
Siddipet,44,IN,1634776780,82,18.1,78.85,68.95,6.15
Elizabeth City,1,US,1634728596,80,36.2946,-76.2511,66.02,3.44
Sabang,100,ID,1634772256,74,5.8933,95.3214,80.85,4.27
Haikou,81,CN,1634769316,84,20.0458,110.3417,80.19,4.21
Labuan,85,MY,1634767447,77,5.2767,115.2417,80.76,2.95
Requena,100,ES,1634797229,59,39.4883,-1.1004,57.7,5.12
Bowen,71,AU,1634758339,72,-20.0167,148.2333,80.69,12.48
Hūn,0,LY,1634792464,57,29.1268,15.9477,64.9,6.17
Arlit,63,NE,1634793967,12,18.7369,7.3853,85.53,9.46
Roblin,5,CA,1634735873,40,51.23,-101.3565,32.77,6.26
Zmeinogorsk,100,RU,1634778263,40,51.1567,82.195,44.1,8.08
Moose Factory,100,CA,1634730890,65,51.2585,-80.6094,37.56,2.33
Manaus,75,BR,1634722740,78,-3.1019,-60.025,82.89,2.3
Dezhou,0,CN,1634768890,66,37.4486,116.2925,53.76,5.14
Usinsk,13,RU,1634786746,92,65.9939,57.5281,26.74,8.25
Aizpute,100,LV,1634793531,86,56.7167,21.6,56.43,18.7
Taveta,84,KE,1634785668,81,-3.3963,37.6736,66.76,4.41
Belmonte,100,BR,1634717076,90,-15.8631,-38.8828,72.1,2.93
Iguape,100,BR,1634718696,81,-24.7081,-47.5553,64.89,12.08
Horlivka,100,UA,1634788575,61,48.347,38.0542,42.93,13.42
Ipixuna,14,BR,1634720107,91,-1.7625,-48.8043,78.75,4.47
Taoudenni,0,ML,1634796897,27,22.6783,-3.9836,73.89,12.57
Ponyri,99,RU,1634789422,71,52.3186,36.3039,47.64,20.33
Flin Flon,100,CA,1634736413,55,54.7682,-101.865,31.95,4.32
Boa Vista,75,BR,1634723159,70,2.8197,-60.6733,84.18,4.61
Mangochi,100,MW,1634785721,75,-14.4782,35.2645,68.94,9.48
Ndélé,100,CF,1634790293,96,8.4109,20.6473,70.5,6.29
Suoyarvi,100,RU,1634791874,99,62.0833,32.35,38.84,7.29
Portland,90,US,1634740441,77,45.5234,-122.6762,61.36,3.0
Hope,2,US,1634732593,70,33.6671,-93.5916,73.45,3.67
Pemangkat,99,ID,1634768768,84,1.1667,108.9667,78.98,1.72
Farafangana,92,MG,1634782271,89,-22.8167,47.8333,71.53,10.63
Port-Gentil,100,GA,1634792724,86,-0.7193,8.7815,77.56,11.25
Mareeba,1,AU,1634759165,58,-17.0,145.4333,89.31,4.05
Nguruka,100,TZ,1634787181,53,-5.1092,31.0419,72.61,4.83
Labuhan,100,ID,1634767624,70,-6.8844,112.2051,83.59,4.54
Kawalu,86,ID,1634768560,74,-7.3817,108.2082,79.63,2.51
Meulaboh,100,ID,1634771983,88,4.1363,96.1285,75.54,4.83
Taiyuan,0,CN,1634769815,93,37.8694,112.5603,39.06,2.24
Adeje,20,ES,1634800252,49,28.1227,-16.726,74.08,10.36
Eskil,0,TR,1634788861,54,38.4017,33.4131,46.04,4.21
Turukhansk,100,RU,1634779371,88,65.8167,87.9833,32.14,4.16
Agualote,98,HN,1634730416,99,15.3353,-88.5531,77.0,1.36
Pangody,100,RU,1634782627,86,65.85,74.4859,30.56,3.62
Tazmalt,0,DZ,1634795689,52,36.3868,4.3989,61.09,6.11
Santa Cruz de la Sierra,92,BO,1634722805,43,-17.8,-63.1667,76.48,4.83
Havre-St-Pierre,7,CA,1634726694,81,50.2334,-63.5986,44.17,7.65
‘Āhuimanu,20,US,1634747343,50,21.4447,-157.8378,83.91,9.22
Gumdag,98,TM,1634783832,45,39.2061,54.5906,54.86,8.1
Blagoyevo,100,RU,1634788405,73,63.3667,47.9167,29.48,11.61
Boralday,90,KZ,1634778804,65,43.3578,76.8594,44.46,4.47
Roebourne,0,AU,1634765758,26,-20.7833,117.1333,80.64,6.13
Jōetsu,93,JP,1634763599,68,37.1483,138.2364,57.42,10.49
Halifax,13,CA,1634726167,90,44.6453,-63.5724,47.7,5.99
Vorontsovka,100,RU,1634788256,39,50.6132,40.3549,43.27,16.51
Kozhva,45,RU,1634786626,90,65.1073,57.0459,28.36,4.61
Ugoofaaru,100,MV,1634777603,69,5.6667,73.0,81.99,9.78
Ha Tinh,40,VN,1634770298,85,18.3333,105.9,79.39,1.66
Warrnambool,9,AU,1634758562,59,-38.3833,142.4833,71.82,12.21
Hong Gai,51,VN,1634770142,86,20.956,107.0946,78.71,2.77
Diré,100,ML,1634798061,80,12.2833,-10.9667,75.22,2.59
Gelemso,66,ET,1634785543,40,8.8167,40.5167,58.96,1.12
Bang Saphan,100,TH,1634771493,83,11.2126,99.5117,79.97,0.69
Sept-Îles,100,CA,1634727360,85,50.2001,-66.3821,49.05,3.0
Kindu,91,CD,1634788502,99,-2.95,25.95,68.47,2.21
Mmabatho,32,ZA,1634787424,56,-25.85,25.6333,58.48,10.29
Plouzané,20,FR,1634798830,79,48.3833,-4.6167,53.78,10.36
Ponnāni,100,IN,1634777134,94,10.767,75.9252,76.32,4.43
Jalu,5,LY,1634791114,49,29.0331,21.5482,69.01,8.01
Gilbués,91,BR,1634718912,54,-9.8317,-45.3439,81.32,3.85
Nānākuli,1,US,1634747417,46,21.3906,-158.1547,84.15,10.36
Batagay-Alyta,100,RU,1634769750,84,67.8006,130.4114,12.07,4.18
Warri,100,NG,1634793736,92,5.5167,5.75,76.12,3.04
Rawson,100,AR,1634721608,40,-43.3002,-65.1023,66.87,22.46
Bagdarin,70,RU,1634771106,68,54.4333,113.6,30.42,2.39
Bathsheba,40,BB,1634723348,78,13.2167,-59.5167,83.01,24.16
Lakeside,1,US,1634729544,79,30.13,-81.7682,73.98,3.44
Tyup,100,KG,1634778391,57,42.7276,78.3648,44.56,2.91
Grindavik,75,IS,1634805433,81,63.8424,-22.4338,43.27,21.85
Denpasar,40,ID,1634766819,74,-8.65,115.2167,85.71,10.36
Rhodes,20,GR,1634789972,67,36.4408,28.2225,65.86,5.01
Kaeo,100,NZ,1634751301,97,-35.1,173.7833,61.32,9.26
Noyabrsk,100,RU,1634781746,81,63.1994,75.4507,33.66,6.53
San-Pédro,67,CI,1634796673,91,4.7485,-6.6363,75.81,5.08
Mkwanga,84,TZ,1634785128,94,-7.118,39.2078,69.48,1.45
Talnakh,99,RU,1634780456,95,69.4865,88.3972,23.23,10.09
Najrān,8,SA,1634785086,32,17.4924,44.1277,65.61,2.59
Fuyu,14,CN,1634767438,41,45.1833,124.8167,42.42,2.3
Sechura,63,PE,1634727620,78,-5.5569,-80.8222,67.44,14.41
Del Rio,1,US,1634734093,57,29.3627,-100.8968,82.51,8.05
Los Andes,0,CL,1634723730,72,-32.8337,-70.5983,58.59,1.3
Ayagoz,100,KZ,1634778355,39,47.9714,80.4392,44.74,4.29
Sharjah city,5,AE,1634782781,77,25.3573,55.4033,84.18,4.61
Smoky Lake,0,CA,1634738879,34,54.1169,-112.4686,49.48,15.86
Charters Towers,79,AU,1634758806,27,-20.1,146.2667,91.63,8.16
Bud,87,US,1634731195,69,39.447,-86.1758,64.49,11.5
Buta,100,CD,1634789056,100,2.7858,24.73,70.27,0.16
Amapá,100,BR,1634720997,68,1.0,-52.0,78.8,5.26
Honiara,42,SB,1634756050,67,-9.4333,159.95,86.59,6.08
Great Yarmouth,100,GB,1634797764,86,52.6083,1.7305,50.45,22.48
Deputatsky,99,RU,1634767988,96,69.3,139.9,2.91,1.16
Huambo,99,AO,1634790490,91,-12.7761,15.7392,60.49,1.03
Praia da Vitória,8,PT,1634803410,87,38.7333,-27.0667,64.76,3.38
Pedra Azul,100,BR,1634717648,96,-16.0053,-41.2972,68.2,3.11
Morehead,1,US,1634731285,76,37.2711,-87.1764,63.95,0.0
Montrose,35,US,1634736428,53,38.4166,-108.2673,43.14,0.16
Qasigiannguit,100,GL,1634727159,79,68.8193,-51.1922,23.25,4.09
Sandnessjøen,100,NO,1634797555,92,66.0217,12.6316,46.38,3.0
Kinkala,100,CG,1634791121,95,-4.3614,14.7644,70.74,1.74
Along,100,IN,1634773484,100,28.1667,94.7667,71.47,0.67
Borogontsy,90,RU,1634768232,88,62.6683,131.1683,15.55,4.16
San Quintín,6,MX,1634737772,74,30.4833,-115.95,64.45,11.65
Semnan,17,IR,1634783868,64,35.5729,53.3971,53.55,6.76
Micheweni,43,TZ,1634785078,86,-4.9667,39.8333,75.18,8.61
Iralaya,100,HN,1634729123,84,15.0,-83.2333,80.02,5.7
Machilipatnam,100,IN,1634776138,82,16.1667,81.1333,80.8,6.62
Ginir,13,ET,1634785422,58,7.1333,40.7,54.81,6.55
Los Llanos de Aridane,0,ES,1634800569,88,28.6585,-17.9182,67.75,11.5
Juazeiro,7,BR,1634717769,34,-9.4117,-40.4986,89.33,7.05
Manzanillo,73,CU,1634727910,86,20.3433,-77.1167,77.52,10.16
Miraflores,84,MX,1634733062,80,19.2167,-98.8083,66.02,2.66
Leon Valley,1,US,1634733554,78,29.4952,-98.6186,77.56,3.0
Watertown,1,US,1634727812,84,42.3709,-71.1828,61.47,0.0
Poli,97,TZ,1634785881,88,-3.3333,36.8,58.8,3.98
Koutsouras,1,GR,1634790425,59,35.0339,25.9469,64.11,9.31
Severo-Kuril'sk,79,RU,1634760446,61,50.6789,156.125,37.18,21.21
Geraldton,68,AU,1634765911,64,-28.7667,114.6,68.41,16.11
Baykit,100,RU,1634776397,89,61.67,96.37,35.15,3.96
Christchurch,51,NZ,1634750898,54,-43.5333,172.6333,59.32,3.0
Nhulunbuy,20,AU,1634761479,62,-12.2333,136.7667,88.41,14.97
Wagar,36,SD,1634786923,46,16.1525,36.2032,80.31,8.79
Road Town,61,VG,1634724816,76,18.4167,-64.6167,82.2,13.33
Nuevo Progreso,6,MX,1634733053,67,23.1667,-97.95,78.55,1.01
Biak,32,ID,1634765336,64,-0.9131,122.8766,83.57,3.49
Dwārka,5,IN,1634779360,56,22.2394,68.9678,79.0,7.25
Dembī Dolo,100,ET,1634786902,71,8.5333,34.8,58.59,4.72
Lagos,100,NG,1634794264,96,6.5833,3.75,75.7,4.12
Cascais,4,PT,1634799170,78,38.6979,-9.4215,66.43,5.01
Buin,0,CL,1634723706,77,-33.7333,-70.75,62.74,2.75
Henties Bay,69,NA,1634790357,95,-22.116,14.2845,56.68,9.75
Lysychovo,100,UA,1634792137,77,48.4968,23.2899,47.66,5.06
Husavik,96,IS,1634804771,70,66.0449,-17.3389,25.23,14.03
Neuquén,0,AR,1634722682,37,-38.9516,-68.0591,71.49,13.8
Sundargarh,46,IN,1634775737,79,22.1167,84.0333,70.77,1.57
Poum,100,NC,1634754541,88,-20.2333,164.0167,68.52,14.52
Yantai,87,CN,1634767669,54,37.5333,121.4,54.48,10.02
Harrismith,81,ZA,1634786440,53,-28.2728,29.1295,50.43,2.95
Port Keats,42,AU,1634763113,52,-14.25,129.55,91.62,12.26
Zhurivka,100,UA,1634790304,64,50.5028,31.7849,48.18,15.86
Asău,6,RO,1634791192,72,46.4333,26.4,43.72,7.61
Palafrugell,35,ES,1634796390,65,41.9174,3.1631,68.56,10.31
Koslan,100,RU,1634788189,74,63.4564,48.8989,28.76,10.18
Mahabalipuram,55,IN,1634776201,76,12.6264,80.1722,80.65,4.29
